system   D            wsystem.c:583  maybe_parent_dir                 [   0.00119] Also searching D:\saper\
display  D   display_settings.c:191  debug_display_settings           [   1.81458] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81462] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   1.81465] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81469] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   1.81471] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81475] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   1.81478] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81481] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   1.81484] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81489] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   1.81492] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81495] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   1.81498] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81502] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   1.81505] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81508] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   1.81511] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81515] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   1.81517] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   1.81522] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   1.81526] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81531] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81534] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81539] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81542] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81546] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81549] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81552] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81555] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81559] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81562] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81565] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81568] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81572] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81575] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81578] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81581] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81585] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81589] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81593] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81596] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81600] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81603] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81606] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81609] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81613] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81616] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81619] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81622] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81626] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   1.81628] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   1.81632] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   1.81638] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   1.81690] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   1.81700] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   1.83843] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   1.85449] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   1.85458] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   1.85467] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   1.85476] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   1.85480] Returning d3d_display: 07070380
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   1.85483] al_display=07070380
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   1.85486] al_display->vt=0069BAF8
font     W               font.c:286  al_init_font_addon               [   1.86297] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   1.86309] TTF addon already initialised.
dtor     D               dtor.c:184  _al_register_destructor          [   1.86465] added dtor for object 005F9E50, func 0F1E24D2
dtor     D               dtor.c:184  _al_register_destructor          [   1.86476] added dtor for object 0686BCD8, func 0F1E27A7
dtor     D               dtor.c:214  _al_unregister_destructor        [   2.19982] removed dtor for object 005F9E50
dtor     D               dtor.c:214  _al_unregister_destructor        [   2.19991] removed dtor for object 0686BCD8
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [   2.19998] destroying display 07070380 (current 00000000)
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [   2.20018] waiting for display 07070380's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [   2.21797] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [   2.22432] d3d display thread exits
d3d      I         d3d_disp.cpp:1737 d3d_create_display_locked        [   2.63012] faux_fullscreen=0
d3d      D         d3d_disp.cpp:1738 d3d_create_display_locked        [   2.63018] al_display=07070C38
d3d      D         d3d_disp.cpp:1739 d3d_create_display_locked        [   2.63022] al_display->vt=0069BAF8
d3d      I d3d_display_formats.cpp:144  _al_d3d_generate_display_format_list [   2.63046] found 64 format combinations
display  D   display_settings.c:191  debug_display_settings           [   2.63050] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63054] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63057] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63061] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63063] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63067] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63070] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63074] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63076] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63080] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63083] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63086] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63089] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63094] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63099] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63104] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63107] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63112] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63115] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63119] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63123] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63128] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63132] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63136] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63139] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63145] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63149] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63153] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63158] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63163] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63168] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63174] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   2.63178] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63184] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63188] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63194] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63199] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63205] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63209] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63215] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63219] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63225] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63229] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63235] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63239] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63254] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63258] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63262] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63265] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63269] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63272] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63275] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63278] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63282] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63285] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63288] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63291] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63298] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63301] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63305] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63308] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63311] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63314] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63318] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63321] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63325] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63327] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63331] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63334] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63337] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63340] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63344] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63347] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63350] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63353] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63363] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63366] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63370] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63373] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63377] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63379] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63383] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63386] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63389] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63392] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63397] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63400] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63404] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63406] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63410] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63413] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63416] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63419] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63423] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63425] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   2.63429] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   2.63432] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63435] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63438] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63442] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63445] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63448] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63451] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63455] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63458] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63461] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63464] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63468] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63471] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63475] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63478] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63481] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63484] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63488] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63490] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63494] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63497] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63501] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63504] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63507] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63510] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63514] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63517] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63520] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63523] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63527] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   2.63530] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   2.63533] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   2.63539] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   2.63601] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   2.63610] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   2.65209] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   2.66896] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   2.66904] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   2.66919] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   2.66929] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   2.66933] Returning d3d_display: 07070C38
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   2.66937] al_display=07070C38
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   2.66940] al_display->vt=0069BAF8
font     W               font.c:286  al_init_font_addon               [   2.67709] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   2.67727] TTF addon already initialised.
dtor     D               dtor.c:184  _al_register_destructor          [   2.67914] added dtor for object 005F9E50, func 0F1E24D2
dtor     D               dtor.c:184  _al_register_destructor          [   2.67928] added dtor for object 067FC068, func 0F1E27A7
dtor     D               dtor.c:214  _al_unregister_destructor        [   2.91502] removed dtor for object 005F9E50
dtor     D               dtor.c:214  _al_unregister_destructor        [   2.91510] removed dtor for object 067FC068
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [   2.91517] destroying display 07070C38 (current 00000000)
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [   2.91535] waiting for display 07070C38's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [   2.93088] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [   2.93738] d3d display thread exits
d3d      I         d3d_disp.cpp:1737 d3d_create_display_locked        [   3.28060] faux_fullscreen=0
d3d      D         d3d_disp.cpp:1738 d3d_create_display_locked        [   3.28067] al_display=07070098
d3d      D         d3d_disp.cpp:1739 d3d_create_display_locked        [   3.28070] al_display->vt=0069BAF8
d3d      I d3d_display_formats.cpp:144  _al_d3d_generate_display_format_list [   3.28092] found 64 format combinations
display  D   display_settings.c:191  debug_display_settings           [   3.28096] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28100] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28104] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28108] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28111] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28115] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28117] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28121] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28124] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28128] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28131] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28137] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28140] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28143] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28146] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28150] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28153] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28156] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28159] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28163] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28166] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28170] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28173] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28177] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28180] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28185] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28189] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28193] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28195] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28199] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   3.28202] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28206] Score is : 897
